_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
63860,INDIVIDUAL UNITS,,YES,NO,YES,NO,NO,0 indoor parking spots and 6 outdoor parking spots,3.0,11.0,,,,,,,,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,REPLACED,1980.0,FORCED AIR GAS,YES,YES,NO,NO,YES,8 AM TO 10 PM,BASEMENT,YES,0.0,12.0,0.0,6.0,YES,NO,"Ground Level Garage , Surface Parking",M3K,,NO,,PRIVATE,BACK OF BUILDING,4154374.0,NO,YES,NO,3  HARTHAM PL ,YES,YES,2001.0,,UNAVAILABLE,6,DOUBLE PANE,1958.0,,2017.0,,,,,,,,
63861,NONE,,YES,YES,YES,YES,NO,Not Available,4.0,42.0,,,,,,,,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2012.0,HOT WATER,NO,YES,NO,NO,YES,8:00 AM TO 10:00 PM,BASEMENT,YES,0.0,0.0,0.0,6.0,YES,YES,"Ground Level Garage , Surface Parking",M3M,,NO,AGC GROUP LTD,PRIVATE,OUTSIDE,4154389.0,NO,YES,NO,1497  WILSON AVE ,NO,,,,UNAVAILABLE,6,DOUBLE PANE,1955.0,,2017.0,,,,,,,,
63862,,,,,,,, indoor parking spots and  outdoor parking spots,4.0,42.0,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,1.0,,,,,M3M,,,,PRIVATE,,4154391.0,,,,1477  WILSON AVE ,,,,,,6,DOUBLE PANE,1958.0,,,,,,,,,,
63863,NONE,Outdoor rec facilities,YES,YES,YES,YES,NO,0 indoor parking spots and 7 outdoor parking spots,4.0,31.0,"AUG 14, 2013",,,BARBEQUE AND PICNIC TABLE,ALL REBUILT OR REPLACED NEW,REPLACED,,NO,Green Bin / Organics,YES,YES,BACK-SIDE OF PROPERTY,ORIGINAL,1961.0,ELECTRIC,YES,YES,NO,NO,YES,ALL,MAIN FLOOR,YES,0.0,31.0,1.0,4.0,YES,YES,Surface Parking,M4L,,NO,KINGS COLLEGE MANAGEMENT LTD.,PRIVATE,BACK-SIDE OF PROPERTY,4153684.0,NO,NO,NO,191  KENILWORTH AVE ,YES,YES,1961.0,YES,FREE,19,SINGLE PANE,1961.0,2012.0,2017.0,,,,,,,,
63864,INDIVIDUAL UNITS,,YES,NO,NO,NO,NO,Not Available,3.0,10.0,,,,,,,,NO,Green Bin / Organics,YES,NO,SIDE OF BUILDING,REPLACED,1986.0,ELECTRIC,NO,NO,NO,NO,YES,24/7,BASEMENT,YES,0.0,9.0,0.0,4.0,YES,YES,Surface Parking,M4E,,YES,,PRIVATE,SIDE OF BUILDING,4153685.0,NO,YES,NO,97  LEE AVE ,NO,,,,UNAVAILABLE,19,DOUBLE PANE,1917.0,,2017.0,,,,,,,,
63865,INDIVIDUAL UNITS,,YES,YES,YES,NO,NO,Not Available,18.0,275.0,"JAN 3, 2017",,,,FULL MODERNIZATION,REPLACED,YES,NO,Recycling bins,YES,YES,,REPLACED,2017.0,FORCED AIR GAS,YES,YES,NO,YES,YES,6AM - 10PM,FIRST FLOOR,YES,0.0,0.0,2.0,16.0,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M6H,,YES,AKELIUS CANADA LTD,PRIVATE,PARKING GARAGE,4153102.0,NO,YES,NO,730  ST CLARENS AVE ,YES,YES,2017.0,YES,FREE,9,DOUBLE PANE,1974.0,2017.0,2017.0,,,,,,,,
63866,,,,,,,, indoor parking spots and  outdoor parking spots,3.0,19.0,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,1.0,,,,,M6H,,,,PRIVATE,,4153104.0,,,,1136  DUPONT ST ,,,,,,9,DOUBLE PANE,1975.0,,,,,,,,,,
63867,NONE,,YES,YES,YES,NO,NO,Not Available,4.0,24.0,,,,,,,,NO,Green Bin / Organics,YES,NO,BEHIND THE BUILDING,REPLACED,1990.0,HOT WATER,NO,YES,NO,NO,NO,,,NO,0.0,0.0,0.0,,NO,YES,,M6C,NONE,YES,,PRIVATE,BEHIND THE BUILDING,4153111.0,NO,NO,NO,925  ST CLAIR AVE W,YES,YES,1995.0,,UNAVAILABLE,9,DOUBLE PANE,1930.0,,2017.0,,,,,,,,
63868,NONE,,YES,YES,YES,NO,NO,Not Available,4.0,23.0,,,,,,,,NO,Green Bin / Organics,YES,NO,BACK OF THE BUILDING,REPLACED,1990.0,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,FIRST FLOOR,NO,0.0,0.0,0.0,6.0,NO,YES,,M6C,NONE,YES,,PRIVATE,BACK OF BUILDING,4153113.0,NO,NO,NO,921  ST CLAIR AVE W,YES,YES,1995.0,,UNAVAILABLE,9,SINGLE PANE,1930.0,,2017.0,,,,,,,,
63869,NONE,,YES,YES,YES,YES,YES,Not Available,4.0,21.0,,,,,,,YES,NO,Green Bin / Organics,YES,NO,BACK OF THE BUILDING,ORIGINAL,1984.0,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1.0,1.0,0.0,5.0,YES,YES,Surface Parking,M4L,,NO,TCH,TCHC,BACK OF BUILDING,4153696.0,NO,NO,NO,11  NEWBOLD AVE ,YES,YES,1984.0,,FREE,19,DOUBLE PANE,1984.0,,2017.0,,,,,,,,
63870,INDIVIDUAL UNITS,,YES,YES,YES,NO,YES,Not Available,5.0,28.0,"JAN 9, 2017",,,,,ORIGINAL,,NO,Recycling bins,YES,NO,,ORIGINAL,2009.0,FORCED AIR GAS,NO,YES,NO,NO,YES,9-9,3RD FLOOR,NO,0.0,0.0,1.0,4.0,YES,YES,,M4L,,YES,,PRIVATE,OUTSIDE REAR,4153703.0,NO,NO,NO,1908  GERRARD ST E,YES,YES,2008.0,YES,UNAVAILABLE,19,DOUBLE PANE,2009.0,,2017.0,,,,,,,,
63871,NONE,,NO,NO,YES,YES,NO,0 indoor parking spots and 8 outdoor parking spots,5.0,55.0,"JAN 31, 2010",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING ENCLOSURE,REPLACED,2000.0,HOT WATER,NO,YES,NO,YES,YES,7AM-10PM,"BASEMENT, 2ND FLOOR, 4TH FLOOR",YES,0.0,0.0,1.0,10.0,NO,YES,Surface Parking,M4E,AS LISTED ON LEASE,YES,,PRIVATE,BACK OF BUILDING ENCLOSURE,4153708.0,NO,YES,NO,5  BENLAMOND AVE ,YES,NO,1958.0,NO,UNAVAILABLE,19,DOUBLE PANE,1960.0,2010.0,2017.0,,,,,,,,
63872,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,3.0,90.0,"DEC 31, 2014",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,NO,SIDE OF BUILDING,ORIGINAL,1954.0,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,1.0,6.0,1.0,12.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4L,,YES,,TCHC,SIDE OF BUILDING,4153713.0,NO,NO,NO,530  KINGSTON RD ,YES,YES,1954.0,NO,BOTH,19,DOUBLE PANE,1954.0,,2017.0,,,,,,,,
63873,NONE,,YES,NO,YES,YES,NO,0 indoor parking spots and 4 outdoor parking spots,3.0,18.0,,,,,,,,NO,Green Bin / Organics,YES,NO,OUTSIDE IN GARBAGE AREA,ORIGINAL,1994.0,ELECTRIC,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,0.0,0.0,0.0,4.0,NO,YES,Carport,M6J,,YES,HOUSELINK COMMUNITY HOMES,SOCIAL HOUSING,OUTSIDE IN GARBAGE AREA,4153144.0,NO,NO,NO,138  CLAREMONT ST ,NO,,,,UNAVAILABLE,10,DOUBLE PANE,1994.0,,2017.0,,,,,,,,
63874,NONE,,YES,NO,YES,YES,NO,0 indoor parking spots and 3 outdoor parking spots,3.0,11.0,,,,,,,NO,YES,Green Bin / Organics,YES,NO,OUTSIDE FRONT ,ORIGINAL,1980.0,ELECTRIC,NO,YES,NO,YES,YES,8 AM -9 PM ,BASEMENT ,YES,0.0,3.0,0.0,4.0,YES,YES,Surface Parking,M6J,,YES,LVOV,PRIVATE,FRONT SIDE OF BUILDING ,4153154.0,NO,YES,NO,19-21  RUSHOLME RD ,NO,,,,UNAVAILABLE,9,DOUBLE PANE,1940.0,,2017.0,,,,,,,,
63875,NONE,,YES,YES,YES,YES,YES,0 indoor parking spots and 20 outdoor parking spots,20.0,226.0,"FEB 1, 2017",,,,INTERIOR AND CONTROLS,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,ORIGINAL,1968.0,ELECTRIC,NO,YES,NO,YES,YES,8AM - 10PM,BASEMENT,YES,226.0,0.0,3.0,24.0,NO,YES,"Underground Garage , Garage accessible thru buildg",M6H,,YES,,PRIVATE,BACK OF BUILDING,4153164.0,NO,YES,NO,323  RUSHOLME RD ,YES,YES,1968.0,YES,PAID,9,DOUBLE PANE,1968.0,1999.0,2017.0,,,,,,,,
63876,NONE,,YES,YES,YES,YES,NO,40 indoor parking spots and 0 outdoor parking spots,3.0,61.0,"MAY 15, 2014",,,,,ORIGINAL,,NO,Green Bin / Organics,YES,NO,BESDIE RECYCLING BINS,REPLACED,1994.0,HOT WATER,NO,YES,NO,NO,YES,24 HOURS 7 DAYS A WEEK,BASEMENT,YES,0.0,0.0,1.0,8.0,YES,YES,"Ground Level Garage , Surface Parking",M4W,PER CITY BY-LAWS,YES,ESBIN PROPERTY MANAGEMENT INC.,PRIVATE,,4153736.0,NO,NO,NO,83  ELM AVE ,YES,YES,1980.0,YES,UNAVAILABLE,11,DOUBLE PANE,1950.0,,2017.0,,,,,,,,
63877,INDIVIDUAL UNITS,,YES,NO,YES,NO,NO,16 indoor parking spots and 0 outdoor parking spots,5.0,25.0,"JUN 15, 2017",,,,COMPLETE RETROFIT,REPLACED,,YES,Green Bin / Organics,YES,NO,GARAGE,REPLACED,2015.0,ELECTRIC,YES,YES,NO,NO,YES,8AM-10PM,MAIN FLOOR,YES,0.0,0.0,1.0,6.0,YES,NO,"Underground Garage , Garage accessible thru buildg",M4T,,NO,,PRIVATE,GARAGE,4153742.0,NO,YES,NO,22  WOODLAWN AVE E,YES,YES,1986.0,NO,UNAVAILABLE,11,DOUBLE PANE,1986.0,2011.0,2017.0,,,,,,,,
63878,NONE,,YES,YES,YES,NO,NO,0 indoor parking spots and 1 outdoor parking spots,3.0,24.0,,,,,,,,YES,Green Bin / Organics,YES,NO,IN FRONT OF 496 MONTROSE AVE.,REPLACED,1982.0,HOT WATER,NO,YES,NO,NO,YES,24/7,BASEMENT OF 492 MONTROSE AVE.,NO,0.0,0.0,0.0,2.0,NO,YES,,M6G,,YES,BBS PROPERTY MANAGEMENT,PRIVATE,IN FRONT OF 492 MONTROSE AVE.,4153168.0,NO,NO,NO,496  MONTROSE AVE ,NO,,,,UNAVAILABLE,11,DOUBLE PANE,1930.0,,2017.0,,,,,,,,
63879,NONE,,YES,YES,YES,NO,NO,Not Available,4.0,15.0,,,,,,,,NO,Recycling bins,YES,NO,,ORIGINAL,1965.0,HOT WATER,NO,YES,NO,NO,YES,ALWAYS OPEN,BASEMENT,NO,0.0,10.0,0.0,4.0,NO,YES,Surface Parking,M6G,,YES,CANLIGHT MANAGEMENT INC.,PRIVATE,SIDE OF BUILDING,4153182.0,NO,YES,NO,161  CHRISTIE ST ,NO,,,,UNAVAILABLE,11,DOUBLE PANE,1965.0,,2017.0,,,,,,,,
63880,NONE,,YES,NO,YES,NO,NO,Not Available,3.0,20.0,,,,,,,,YES,Green Bin / Organics,YES,NO,FRONT OF BUILDING,REPLACED,1989.0,ELECTRIC,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,NO,0.0,6.0,0.0,2.0,YES,YES,Surface Parking,M5R,MUST BE APPROVED BY LANDLORD,YES,CMMR HOLDINGS INC.,PRIVATE,FRONT OF BUILDING,4153195.0,NO,YES,NO,399  DUPONT ST ,NO,,,,FREE,11,DOUBLE PANE,1913.0,,2017.0,,,,,,,,
63881,,,,,,,, indoor parking spots and  outdoor parking spots,3.0,16.0,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,0.0,,,,,M6G,,,,PRIVATE,,4153196.0,,,,2  VERMONT AVE ,,,,,,11,DOUBLE PANE,1910.0,,,,,,,,,,
63882,NONE,,YES,YES,YES,YES,YES,Not Available,4.0,28.0,"SEP 1, 2017",,,,,ORIGINAL,YES,NO,Recycling bins,YES,NO,,REPLACED,2010.0,FORCED AIR GAS,NO,YES,NO,YES,YES,8AM - 10PM,MAIN FLOOR,YES,1.0,1.0,1.0,8.0,YES,YES,"Ground Level Garage , Surface Parking",M6E,,NO,,PRIVATE,BEHIND BUILDING,4155072.0,NO,YES,NO,480  CALEDONIA RD ,YES,YES,1960.0,YES,FREE,9,DOUBLE PANE,1960.0,,2017.0,,,,,,,,
63883,NONE,,YES,NO,YES,NO,NO,Not Available,3.0,29.0,,,,,,,,NO,Recycling bins,YES,NO,,REPLACED,2007.0,HOT WATER,NO,YES,NO,NO,YES,24,BASEMENT,NO,0.0,0.0,0.0,6.0,NO,YES,Surface Parking,M6E,,NO,PROPERTY SERVICES INC.,PRIVATE,OUTSIDE,4155076.0,NO,NO,NO,526  HARVIE AVE ,NO,,,,UNAVAILABLE,9,DOUBLE PANE,1960.0,,2017.0,,,,,,,,
63884,NONE,,YES,YES,YES,NO,NO,Not Available,4.0,43.0,,,,,,,,NO,Green Bin / Organics,YES,NO,IN GARBAGE ENCLOSURE,ORIGINAL,1955.0,HOT WATER,NO,YES,NO,NO,YES,7-10,BASEMENT,YES,0.0,0.0,0.0,4.0,NO,YES,Surface Parking,M6M,,YES,ARTISAN CORPORATION,PRIVATE,IN GARBAGE ENCLOSURE,4155093.0,NO,YES,NO,31  CLEARVIEW HTS ,NO,,,,FREE,5,DOUBLE PANE,1955.0,,2017.0,,,,,,,,
63885,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,6.0,106.0,"NOV 9, 2016",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,REAR OF BUILDING,ORIGINAL,1959.0,HOT WATER,YES,YES,NO,YES,YES,7:00AM TO 10:00PM,TBD,YES,1.0,4.0,2.0,10.0,YES,YES,Surface Parking,M6K,,YES,,TCHC,REAR OF BUILDING,4155590.0,NO,NO,NO,1525  DUNDAS ST W,YES,YES,1959.0,YES,BOTH,9,SINGLE PANE,1959.0,1999.0,2017.0,,,,,,,,
63886,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,17.0,352.0,"SEP 12, 2016",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,FRONT OF BUILDING,ORIGINAL,1968.0,HOT WATER,YES,YES,NO,YES,YES,7:00AM TO 10:00PM,MAIN FLOOR OF BUILDING,YES,1.0,4.0,3.0,18.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M6N,,YES,,TCHC,FRONT OF BUILDING,4155591.0,NO,NO,NO,61  PELHAM PARK GDNS ,YES,YES,1968.0,YES,BOTH,9,DOUBLE PANE,1968.0,2016.0,2017.0,,,,,,,,
63887,NONE,"Indoor recreation room , Outdoor rec facilities , Child play area",YES,YES,YES,YES,YES,Not Available,16.0,299.0,"APR 6, 2017",NEARBY RECREATION CENTRE,,NEARBY RECREATION CENTRE,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,FRONT OF BUILDING,ORIGINAL,1964.0,HOT WATER,YES,YES,NO,YES,YES,7:00AM TO 10:00PM,TBD,NO,1.0,4.0,3.0,16.0,YES,YES,Surface Parking,M5A,,YES,,TCHC,FRONT OF BUILDING,4155601.0,NO,NO,NO,275  SHUTER ST ,YES,YES,1964.0,YES,BOTH,13,DOUBLE PANE,1964.0,1999.0,2017.0,,,,,,,,
63888,NONE,,YES,YES,YES,YES,YES,Not Available,4.0,53.0,"JAN 21, 2016",,,,FULL REPLACEMENT - MCE,REPLACED,,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1965.0,HOT WATER,YES,YES,NO,NO,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1.0,3.0,1.0,6.0,YES,YES,"Underground Garage , Garage accessible thru buildg",M4L,,NO,TCH,TCHC,COMPACTOR ROOM,4155611.0,NO,NO,NO,59  EDGEWOOD AVE ,YES,YES,1965.0,YES,PAID,19,DOUBLE PANE,1956.0,2001.0,2017.0,,,,,,,,
63889,NONE,,YES,YES,YES,YES,YES,Not Available,24.0,374.0,"MAR 9, 2017",,,,FULL REPLACEMENT - MCE,REPLACED,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,1972.0,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,BASEMENT,YES,5.0,5.0,4.0,40.0,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M3N,,YES,TCH,TCHC,BACK OF BUILDING,4155618.0,NO,NO,NO,15  TOBERMORY DR ,YES,YES,1971.0,YES,PAID,7,SINGLE PANE,1972.0,1994.0,2017.0,,,,,,,,
63890,CENTRAL AIR,Indoor exercise room,YES,YES,YES,YES,YES,24 indoor parking spots and 0 outdoor parking spots,7.0,74.0,"JUL 24, 2017",,"WEIGHTS, TREADMILL, BIKE ",,,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,COMPACTOR ROOM ,ORIGINAL,2010.0,HOT WATER,YES,YES,YES,YES,YES,8-8,GROUND LEVEL,NO,0.0,2.0,2.0,10.0,NO,NO,"Underground Garage , Ground Level Garage",,,YES,,PRIVATE,COMPACTOR ROOM ,4156639.0,NO,NO,NO,1761  SHEPPARD AVE E,YES,YES,2010.0,YES,FREE,17,THERMAL,2010.0,,2017.0,,,,,,,,
63891,NONE,Child play area,YES,NO,YES,YES,NO,0 indoor parking spots and 12 outdoor parking spots,4.0,56.0,"AUG 16, 2015",PLAY STRUCTURE WITH SLIDE,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,,ORIGINAL,1964.0,HOT WATER,NO,YES,NO,YES,YES,8 AM TO 10 PM,BASEMENT,NO,0.0,0.0,1.0,7.0,NO,YES,Surface Parking,M3C,AS PER LEASE AGREEMENT,YES,,PRIVATE,,4156640.0,NO,YES,NO,34  ST DENNIS DR ,YES,YES,1964.0,NO,FREE,16,DOUBLE PANE,1964.0,2002.0,2017.0,,,,,,,,
63892,NONE,,YES,YES,YES,YES,YES,Not Available,10.0,155.0,"SEP 1, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,COMPACTOR ROOM,ORIGINAL,2013.0,HOT WATER,YES,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,YES,4.0,4.0,2.0,28.0,YES,YES,"Underground Garage , Garage accessible thru buildg",,,YES,TCH,TCHC,BACK OF BUILDING,4156706.0,NO,NO,NO,230  SACKVILLE ST ,YES,YES,2013.0,YES,PAID,13,DOUBLE PANE,2013.0,,2017.0,,,,,,,,
63893,NONE,,YES,YES,YES,YES,NO,10 indoor parking spots and 0 outdoor parking spots,4.0,52.0,"OCT 31, 2017",,,,,ORIGINAL,YES,NO,Recycling bins,YES,NO,,REPLACED,2003.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0.0,0.0,1.0,6.0,YES,YES,Underground Garage,M4P,,NO,,PRIVATE,OUTDOOR GARBAGE STORAGE,4153846.0,NO,YES,NO,135  KEEWATIN AVE ,YES,YES,1995.0,YES,UNAVAILABLE,15,DOUBLE PANE,1958.0,,2017.0,,,,,,,,
63894,NONE,,YES,YES,YES,YES,NO,Not Available,6.0,40.0,"NOV 16, 2016",,,,MECHANICAL & CAB MODERNIZATION,REPLACED,,NO,Recycling bins,YES,NO,,REPLACED,2013.0,HOT WATER,NO,YES,NO,NO,YES,8AM-10PM,SECOND FLOOR,YES,0.0,0.0,1.0,4.0,NO,YES,"Ground Level Garage , Surface Parking",M4J,,YES,,PRIVATE,WEST SIDE OF BUILDING,4154099.0,NO,NO,NO,246  COSBURN AVE ,YES,YES,2010.0,YES,UNAVAILABLE,14,DOUBLE PANE,1955.0,2016.0,2017.0,,,,,,,,
63895,NONE,,YES,YES,YES,YES,NO,36 indoor parking spots and 0 outdoor parking spots,12.0,153.0,"OCT 19, 2016",,,,MODERNIZATION,REPLACED,YES,NO,Recycling bins,YES,YES,,REPLACED,2016.0,HOT WATER,NO,YES,NO,YES,YES,8AM - 10PM,MAIN FLOOR,NO,0.0,0.0,2.0,14.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4J,,YES,BERNADA PROPERTIES,PRIVATE,BACK OF BUILDING,4154101.0,NO,YES,NO,150  COSBURN AVE ,YES,YES,1962.0,NO,FREE,14,DOUBLE PANE,1962.0,2010.0,2017.0,,,,,,,,
63896,INDIVIDUAL UNITS,,YES,YES,YES,NO,YES,0 indoor parking spots and 10 outdoor parking spots,3.0,26.0,,,,,,,,NO,Green Bin / Organics,YES,NO,SOUTH SIDE OF BUILDING ,REPLACED,2010.0,HOT WATER,NO,YES,NO,NO,YES,7 AM - 9 PM ,,NO,0.0,0.0,0.0,6.0,YES,YES,"Ground Level Garage , Surface Parking",M4J,,NO,BRAYDEN IRWIN,PRIVATE,SOUTH SIDE OF BUILDING ,4154106.0,NO,NO,NO,325  SAMMON AVE ,YES,YES,2000.0,,UNAVAILABLE,14,DOUBLE PANE,1950.0,,2017.0,,,,,,,,
63897,NONE,,YES,YES,YES,YES,NO,Not Available,4.0,28.0,,,,,,,YES,NO,Recycling bins,YES,NO,,REPLACED,2015.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT LEVEL,YES,0.0,0.0,0.0,4.0,NO,YES,Surface Parking,M3H,,NO,WESTDALE PROPERTIES,PRIVATE,EXTERIOR OF BUILDING,4154595.0,NO,YES,NO,3884  BATHURST ST ,NO,,,,PAID,6,DOUBLE PANE,1960.0,,2017.0,,,,,,,,
63898,NONE,,NO,NO,YES,YES,NO,Not Available,4.0,16.0,,,,,,,NO,NO,Green Bin / Organics,YES,NO,BY GARBAGE AREA,REPLACED,2005.0,ELECTRIC,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,NO,0.0,0.0,0.0,2.0,NO,YES,Surface Parking,M3H,,YES,FIRM CAPITAL,PRIVATE,BY GARBAGE AREA,4154614.0,NO,NO,NO,1042  SHEPPARD AVE W,NO,,,,UNAVAILABLE,6,SINGLE PANE,1950.0,,2017.0,,,,,,,,
63899,NONE,,YES,NO,YES,YES,NO,Not Available,3.0,12.0,,,,,,,,NO,Green Bin / Organics,YES,NO,OUTDOOR,ORIGINAL,1990.0,HOT WATER,NO,YES,NO,NO,YES,24,BASEMENT,NO,0.0,9.0,0.0,4.0,NO,YES,"Ground Level Garage , Surface Parking",M3H,DOG ,YES,SAROSSA INVESTMENTS INC,PRIVATE,OUTDOOR,4154615.0,NO,YES,NO,229  PANNAHILL RD ,NO,,,,UNAVAILABLE,6,DOUBLE PANE,1950.0,,2017.0,,,,,,,,
63900,NONE,,YES,YES,YES,YES,YES,Not Available,6.0,41.0,"JAN 1, 2017",,,,,ORIGINAL,,NO,Green Bin / Organics,YES,NO,FRONT,REPLACED,2016.0,HOT WATER,NO,YES,NO,NO,YES,8:00AM TO 9:00PM,1ST FLOOR,YES,6.0,41.0,1.0,6.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9N,NO DOGS,NO,,PRIVATE,FRONT,4155156.0,NO,NO,NO,36  CHURCH ST ,YES,NO,1965.0,YES,FREE,5,DOUBLE PANE,1965.0,,2017.0,,,,,,,,
63901,NONE,,YES,YES,YES,YES,YES,Not Available,8.0,65.0,"JUL 10, 2015",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,1999.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0.0,0.0,1.0,8.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9N,,YES,COGIR MANAGEMENT CORPORATION,PRIVATE,OUTSIDE,4155165.0,NO,YES,NO,2292  WESTON RD ,YES,YES,1960.0,NO,FREE,5,DOUBLE PANE,1960.0,,2017.0,,,,,,,,
63902,NONE,,YES,YES,YES,YES,NO,Not Available,7.0,104.0,"AUG 5, 2016",,,,,ORIGINAL,,NO,Recycling bins,YES,YES,,ORIGINAL,1964.0,HOT WATER,NO,YES,NO,NO,YES,7AM - 11PM,MAIN FLOOR,YES,0.0,1.0,2.0,10.0,NO,YES,"Underground Garage , Surface Parking",M2L,,YES,MEDALLION CORPORATION,PRIVATE,OUTDOORS,4155669.0,NO,YES,NO,38  CARLUKE CRES ,YES,YES,1964.0,YES,BOTH,15,DOUBLE PANE,1964.0,,2017.0,,,,,,,,
